CustomerID,Recency,Frequency,Monetary,Customer_Segment
17744.0,3,6,2322.4,VIP
17211.0,26,8,2317.22,VIP
14290.0,11,5,2314.65,Regular
15365.0,25,7,2314.32,VIP
13994.0,3,6,2313.14,VIP
13704.0,5,9,2308.06,VIP
15288.0,43,5,2306.52,Regular
16735.0,78,5,2300.56,Regular
16550.0,108,5,2298.97,Regular
15105.0,18,7,2298.93,VIP
13115.0,11,4,2294.78,Regular
15704.0,140,4,2293.62,Regular
12615.0,2,4,2291.19,Regular
13527.0,33,7,2287.51,Regular
17696.0,38,8,2285.71,Regular
12684.0,7,7,2283.63,VIP
16782.0,10,13,2279.9,VIP
13317.0,66,6,2273.68,Regular
17768.0,8,3,2273.18,Regular
14466.0,29,7,2272.4,VIP
13700.0,26,10,2265.12,VIP
16057.0,16,7,2263.12,VIP
16209.0,88,5,2262.62,Regular
14432.0,9,6,2255.51,VIP
16293.0,21,10,2248.99,VIP
17442.0,36,6,2248.56,Regular
15235.0,217,12,2247.51,At Risk (Previous Frequent Buyer)
16771.0,33,5,2246.81,Regular
15665.0,168,2,2242.01,Regular
14211.0,53,9,2241.1,Regular
16743.0,29,7,2238.09,VIP
14560.0,7,22,2237.77,VIP
14700.0,32,3,2235.3,Regular
16076.0,3,10,2234.73,VIP
15834.0,70,4,2233.75,Regular
18242.0,72,4,2232.49,Regular
14226.0,28,5,2232.19,Regular
14825.0,3,12,2226.91,VIP
17591.0,73,7,2225.97,Regular
12783.0,2,6,2225.91,VIP
13365.0,33,2,2225.37,Regular
15722.0,35,5,2222.56,Regular
15811.0,22,6,2218.62,VIP
12876.0,57,2,2218.02,Regular
12653.0,148,2,2209.85,Regular
13862.0,18,8,2209.36,VIP
15797.0,113,4,2207.4,Regular
15179.0,18,5,2206.95,Regular
13831.0,16,6,2202.99,VIP
17406.0,333,3,2200.42,At Risk (Previous Frequent Buyer)
15123.0,7,2,2199.31,Regular
16628.0,29,5,2188.05,Regular
15394.0,9,4,2183.54,Regular
14341.0,45,8,2182.28,Regular
12856.0,7,6,2179.93,VIP
12909.0,39,5,2178.67,Regular
12501.0,336,1,2169.39,Lost (One-Time Buyer)
12633.0,58,4,2163.98,Regular
13755.0,3,9,2161.35,VIP
12935.0,2,7,2160.7,VIP
16456.0,99,5,2158.37,Regular
14407.0,107,6,2157.73,Regular
16379.0,4,4,2157.4,Regular
13224.0,60,2,2155.95,Regular
16966.0,8,7,2154.97,VIP
17272.0,42,4,2148.63,Regular
14828.0,196,3,2139.76,At Risk (Previous Frequent Buyer)
12560.0,5,3,2134.01,Regular
17400.0,126,5,2129.96,Regular
13517.0,59,3,2128.42,Regular
14360.0,31,4,2128.23,Regular
16407.0,12,10,2126.93,VIP
14640.0,24,6,2125.08,VIP
15058.0,25,11,2124.99,VIP
13632.0,24,5,2121.27,Regular
18061.0,21,10,2119.41,VIP
18008.0,70,9,2116.19,Regular
14691.0,30,5,2114.33,Regular
13265.0,53,5,2107.66,Regular
18173.0,86,4,2106.84,Regular
18093.0,93,4,2106.52,Regular
14461.0,148,3,2103.06,Regular
14515.0,17,6,2102.09,VIP
17861.0,3,8,2100.8,VIP
15815.0,63,5,2100.6,Regular
13126.0,4,8,2099.64,VIP
12610.0,22,5,2099.54,Regular
16875.0,67,5,2095.53,Regular
17191.0,28,7,2095.13,VIP
18283.0,3,16,2094.88,VIP
14306.0,51,2,2093.32,Regular
13571.0,12,12,2092.32,VIP
17490.0,0,7,2092.32,VIP
13297.0,7,4,2089.85,Regular
18044.0,4,10,2088.6,VIP
14810.0,40,11,2087.88,Regular
16954.0,0,9,2085.08,VIP
18231.0,192,5,2083.27,At Risk (Previous Frequent Buyer)
14696.0,4,7,2078.95,VIP
14209.0,10,6,2073.43,VIP
18241.0,9,17,2073.09,VIP
18219.0,2,10,2069.77,VIP
14482.0,18,6,2068.15,VIP
12948.0,16,7,2064.95,VIP
12928.0,35,5,2062.7,Regular
16281.0,72,1,2062.06,Regular
14409.0,71,6,2059.45,Regular
12518.0,0,5,2056.89,Regular
17667.0,66,5,2055.51,Regular
14188.0,30,6,2054.36,Regular
16150.0,42,5,2053.02,Regular
17086.0,7,6,2050.08,VIP
17612.0,53,6,2048.45,Regular
14232.0,42,5,2048.07,Regular
17625.0,18,4,2047.0,Regular
13495.0,7,5,2044.87,Regular
17597.0,213,1,2044.37,Lost (One-Time Buyer)
17090.0,4,7,2043.95,VIP
13450.0,26,6,2043.72,VIP
14001.0,45,3,2043.08,Regular
12585.0,234,2,2040.1,Regular
13593.0,108,5,2037.08,Regular
18069.0,26,5,2036.67,Regular
17846.0,85,1,2033.1,Regular
13630.0,5,7,2031.78,VIP
16409.0,36,5,2028.88,Regular
17337.0,151,4,2027.87,At Risk (Previous Frequent Buyer)
16358.0,1,4,2027.5,Regular
14544.0,24,2,2024.45,Regular
15341.0,80,1,2020.52,Regular
14506.0,17,5,2012.17,Regular
15531.0,8,2,2007.44,Regular
15372.0,137,1,2007.4,Regular
16098.0,87,7,2005.63,Regular
14730.0,1,8,2005.06,VIP
14217.0,1,17,2004.98,VIP
14462.0,66,11,2004.02,Regular
17082.0,33,2,2003.85,Regular
16754.0,372,1,2002.4,Lost (One-Time Buyer)
15493.0,32,5,2001.8,Regular
18188.0,15,3,2001.04,Regular
13305.0,4,10,2000.86,VIP
16698.0,226,2,1998.0,Regular
17827.0,5,5,1995.46,Regular
18204.0,71,3,1993.7,Regular
17679.0,52,2,1992.11,Regular
17088.0,28,4,1991.01,Regular
13246.0,18,6,1987.3,VIP
13590.0,11,6,1981.92,VIP
13725.0,49,8,1980.56,Regular
17422.0,16,6,1979.37,VIP
16341.0,24,4,1971.87,Regular
17997.0,74,8,1970.67,Regular
12674.0,38,4,1970.6,Regular
17790.0,26,14,1965.55,VIP
17218.0,4,10,1960.72,VIP
15351.0,12,7,1960.11,VIP
14498.0,42,5,1957.32,Regular
12853.0,134,6,1957.1,Regular
17554.0,1,5,1952.45,Regular
14533.0,24,7,1949.72,VIP
14653.0,1,7,1947.55,VIP
15814.0,16,4,1945.33,Regular
15518.0,64,8,1942.45,Regular
14418.0,3,3,1937.25,Regular
14472.0,103,8,1936.84,Regular
15864.0,22,6,1936.32,VIP
15157.0,3,3,1936.07,Regular
12528.0,9,6,1933.48,VIP
14655.0,8,4,1932.23,Regular
14978.0,72,5,1931.42,Regular
16983.0,12,7,1931.25,VIP
13094.0,21,12,1927.32,VIP
16942.0,12,9,1920.59,VIP
15021.0,8,9,1914.82,VIP
17368.0,23,8,1912.67,VIP
14285.0,21,4,1910.01,Regular
16426.0,2,10,1908.25,VIP
17228.0,15,8,1906.09,VIP
14210.0,105,6,1905.84,Regular
15819.0,49,4,1905.45,Regular
14250.0,7,3,1904.05,Regular
12762.0,7,2,1898.52,Regular
17463.0,16,5,1896.41,Regular
17870.0,2,12,1894.35,VIP
14934.0,81,2,1890.94,Regular
12371.0,44,2,1887.96,Regular
15641.0,105,4,1887.2,Regular
16170.0,50,6,1885.05,Regular
13890.0,1,10,1883.81,VIP
16128.0,17,5,1880.22,Regular
17738.0,19,4,1879.05,Regular
15367.0,57,4,1877.59,Regular
17293.0,8,9,1875.11,VIP
16986.0,29,2,1873.2,Regular
13982.0,39,4,1871.81,Regular
16474.0,7,7,1871.5,VIP
17469.0,16,5,1870.97,Regular
16841.0,36,6,1869.82,Regular
14524.0,31,9,1867.68,Regular
17787.0,152,4,1865.19,At Risk (Previous Frequent Buyer)
16201.0,3,4,1863.47,Regular
14887.0,79,1,1862.0,Regular
12423.0,0,8,1859.31,VIP
17873.0,80,5,1859.16,Regular
14305.0,71,3,1858.96,Regular
12963.0,8,8,1856.63,VIP
16979.0,3,6,1852.0,VIP
13421.0,40,2,1851.08,Regular
12383.0,184,5,1850.56,At Risk (Previous Frequent Buyer)
12381.0,4,5,1845.31,Regular
17519.0,17,6,1844.02,VIP
18180.0,4,6,1843.75,VIP
12950.0,2,3,1843.0,Regular
17015.0,28,3,1842.56,Regular
16102.0,42,3,1842.14,Regular
16455.0,63,7,1841.18,Regular
14113.0,3,4,1840.42,Regular
14216.0,3,4,1839.3,Regular
13924.0,1,6,1838.85,VIP
14459.0,155,1,1837.92,Regular
18287.0,42,3,1837.28,Regular
13650.0,16,6,1836.34,VIP
15827.0,73,14,1836.09,Regular
13048.0,14,4,1835.91,Regular
14665.0,60,5,1835.7,Regular
16152.0,268,1,1829.04,Lost (One-Time Buyer)
15203.0,25,6,1827.8,VIP
18122.0,8,6,1826.21,VIP
17702.0,30,4,1824.37,Regular
16153.0,49,5,1824.23,Regular
17705.0,3,9,1823.52,VIP
16169.0,8,4,1822.97,Regular
17828.0,22,4,1820.09,Regular
17629.0,5,8,1814.12,VIP
15260.0,100,7,1810.77,Regular
13481.0,45,5,1804.56,Regular
17663.0,25,7,1802.91,VIP
15812.0,107,5,1801.14,Regular
16249.0,52,5,1800.07,Regular
13562.0,81,3,1799.33,Regular
13196.0,11,4,1797.78,Regular
17750.0,5,9,1797.57,VIP
17648.0,60,4,1797.5,Regular
12348.0,75,4,1797.24,Regular
18235.0,71,3,1796.48,Regular
13134.0,85,4,1793.58,Regular
18179.0,9,6,1793.17,VIP
13510.0,1,4,1791.56,Regular
16719.0,14,7,1790.42,VIP
12523.0,19,11,1789.77,VIP
14215.0,11,6,1789.72,VIP
14621.0,1,5,1788.36,Regular
13875.0,53,5,1786.79,Regular
14608.0,4,4,1785.15,Regular
14935.0,297,1,1784.71,Lost (One-Time Buyer)
15050.0,25,3,1782.09,Regular
16380.0,61,1,1780.59,Regular
15220.0,51,6,1778.96,Regular
17092.0,50,4,1777.78,Regular
12645.0,33,4,1775.18,Regular
17754.0,0,5,1772.26,Regular
15594.0,15,5,1771.78,Regular
15473.0,14,7,1771.2,VIP
17813.0,14,5,1770.88,Regular
14387.0,32,3,1770.56,Regular
16681.0,72,6,1770.34,Regular
13456.0,17,6,1766.72,VIP
15950.0,31,4,1765.51,Regular
16751.0,30,1,1764.72,Regular
12424.0,162,2,1760.96,Regular
12823.0,74,5,1759.5,Regular
12349.0,18,1,1757.55,New Customer
15241.0,66,8,1756.44,Regular
16359.0,7,9,1750.92,VIP
13564.0,144,3,1749.02,Regular
13808.0,5,5,1747.66,Regular
15067.0,78,3,1744.76,Regular
13157.0,49,4,1741.22,Regular
14595.0,19,6,1740.6,VIP
17930.0,35,5,1740.48,Regular
17353.0,129,2,1740.0,Regular
17457.0,126,5,1737.7,Regular
14673.0,3,5,1736.4,Regular
17043.0,32,4,1735.18,Regular
16791.0,29,7,1721.78,VIP
17451.0,1,7,1721.4,VIP
14834.0,17,6,1720.3,VIP
15267.0,22,5,1717.36,Regular
17162.0,28,10,1715.46,VIP
13763.0,63,1,1714.96,Regular
17147.0,22,4,1714.59,Regular
14441.0,0,4,1712.89,Regular
12405.0,148,1,1710.39,Regular
15947.0,82,1,1708.24,Regular
12407.0,49,5,1708.12,Regular
16902.0,116,1,1706.88,Regular
15240.0,44,5,1706.57,Regular
16398.0,154,2,1705.8,Regular
17282.0,130,3,1703.41,Regular
12843.0,65,8,1702.26,Regular
16007.0,47,4,1701.94,Regular
13184.0,14,10,1701.29,VIP
17193.0,35,7,1699.3,Regular
13824.0,32,5,1698.94,Regular
16775.0,10,11,1695.66,VIP
12764.0,316,1,1693.88,Lost (One-Time Buyer)
14245.0,219,2,1693.45,Regular
15549.0,77,3,1693.26,Regular
16813.0,8,10,1692.98,VIP
16671.0,28,3,1692.27,Regular
15380.0,8,5,1690.26,Regular
17152.0,194,3,1689.5,At Risk (Previous Frequent Buyer)
12635.0,89,2,1689.18,Regular
13162.0,122,4,1688.29,Regular
13577.0,25,4,1687.6,Regular
16638.0,22,10,1680.72,VIP
13647.0,9,4,1678.12,Regular
13149.0,14,4,1676.06,Regular
17656.0,73,5,1674.69,Regular
16115.0,9,8,1667.97,VIP
12912.0,2,5,1662.3,Regular
12530.0,59,4,1662.28,Regular
13012.0,9,8,1661.84,VIP
15214.0,1,8,1661.44,VIP
15024.0,9,10,1661.33,VIP
15332.0,366,4,1661.06,At Risk (Previous Frequent Buyer)
12967.0,358,2,1660.9,Regular
14045.0,109,4,1659.75,Regular
15953.0,15,8,1659.38,VIP
15826.0,56,3,1654.31,Regular
14573.0,179,9,1653.42,At Risk (Previous Frequent Buyer)
17284.0,60,6,1652.58,Regular
16711.0,3,5,1651.03,Regular
14837.0,89,4,1649.5,Regular
13750.0,53,5,1647.26,Regular
12657.0,11,4,1643.18,Regular
15002.0,115,4,1641.76,Regular
13627.0,59,5,1638.47,Regular
12398.0,45,1,1635.66,Regular
15122.0,114,3,1633.78,Regular
14164.0,70,2,1631.77,Regular
17673.0,1,6,1629.12,VIP
12377.0,315,2,1628.12,Regular
16515.0,52,5,1627.13,Regular
14759.0,4,3,1625.97,Regular
16987.0,3,7,1625.05,VIP
13425.0,108,3,1624.21,Regular
15172.0,8,5,1624.05,Regular
14937.0,56,3,1621.88,Regular
17101.0,10,4,1621.73,Regular
14178.0,8,7,1620.93,VIP
16801.0,163,4,1619.73,At Risk (Previous Frequent Buyer)
18161.0,15,5,1618.69,Regular
14336.0,16,4,1614.91,Regular
16992.0,10,5,1614.31,Regular
15791.0,43,2,1612.69,Regular
14312.0,46,6,1611.59,Regular
13614.0,24,4,1610.46,Regular
14918.0,115,2,1610.15,Regular
12868.0,185,6,1607.06,At Risk (Previous Frequent Buyer)
16817.0,2,9,1604.75,VIP
12947.0,143,6,1603.99,Regular
16466.0,33,7,1603.46,Regular
14719.0,1,5,1602.13,Regular
14587.0,18,9,1601.14,VIP
15660.0,25,9,1600.86,VIP
16496.0,8,3,1599.52,Regular
13850.0,129,1,1595.48,Regular
17837.0,42,8,1593.38,Regular
16332.0,28,7,1593.2,VIP
16676.0,33,4,1592.12,Regular
14970.0,68,4,1592.06,Regular
15611.0,9,13,1591.45,VIP
18178.0,128,4,1590.81,Regular
14442.0,204,2,1589.82,Regular
12393.0,72,4,1582.6,Regular
15532.0,25,4,1580.93,Regular
12607.0,60,1,1579.51,Regular
13814.0,92,2,1579.12,Regular
16889.0,194,3,1578.67,At Risk (Previous Frequent Buyer)
13186.0,39,3,1575.89,Regular
13634.0,33,5,1575.16,Regular
13659.0,205,2,1573.2,Regular
17671.0,15,4,1572.71,Regular
16283.0,5,5,1570.81,Regular
12865.0,26,2,1568.23,Regular
15906.0,19,7,1567.69,VIP
15111.0,29,3,1567.48,Regular
17085.0,123,5,1566.65,Regular
17204.0,175,4,1564.56,At Risk (Previous Frequent Buyer)
18239.0,218,5,1561.61,At Risk (Previous Frequent Buyer)
14038.0,78,3,1560.38,Regular
16394.0,56,5,1555.34,Regular
13313.0,22,5,1555.32,Regular
16369.0,18,3,1553.66,Regular
15620.0,56,3,1553.18,Regular
15117.0,14,5,1551.78,Regular
13320.0,78,4,1548.7,Regular
14229.0,51,3,1547.2,Regular
14704.0,11,9,1546.91,VIP
16790.0,3,6,1545.62,VIP
13397.0,72,5,1544.13,Regular
15701.0,2,4,1542.14,Regular
12818.0,261,1,1542.08,Lost (One-Time Buyer)
16365.0,17,9,1540.42,VIP
17159.0,21,3,1538.88,Regular
13849.0,51,2,1537.95,Regular
12877.0,3,12,1535.77,VIP
15392.0,4,4,1535.53,Regular
15625.0,103,4,1534.26,Regular
13107.0,44,4,1531.62,Regular
12759.0,52,3,1531.44,Regular
14321.0,10,5,1530.75,Regular
14567.0,56,2,1530.36,Regular
15916.0,16,8,1528.09,VIP
16244.0,211,2,1522.75,Regular
16434.0,29,7,1522.25,VIP
16066.0,16,5,1521.87,Regular
13764.0,70,3,1521.76,Regular
13213.0,56,5,1520.58,Regular
16880.0,30,7,1519.08,Regular
14267.0,162,3,1516.24,At Risk (Previous Frequent Buyer)
13791.0,127,2,1516.0,Regular
16748.0,17,5,1515.9,Regular
16053.0,32,2,1511.95,Regular
16910.0,4,8,1510.06,VIP
16279.0,21,3,1509.58,Regular
16016.0,3,8,1508.76,VIP
15265.0,151,2,1506.12,Regular
12937.0,15,4,1504.27,Regular
15530.0,21,4,1502.35,Regular
16762.0,19,3,1501.38,Regular
13810.0,28,3,1499.01,Regular
17571.0,50,4,1498.51,Regular
14414.0,91,7,1496.98,Regular
16755.0,114,3,1496.83,Regular
17002.0,85,3,1493.73,Regular
15057.0,275,2,1489.5,Regular
13110.0,31,7,1488.67,Regular
13692.0,24,3,1488.32,Regular
14963.0,9,5,1487.8,Regular
17553.0,129,1,1487.6,Regular
16395.0,60,5,1486.9,Regular
14878.0,12,9,1485.54,VIP
14758.0,144,4,1484.06,Regular
18016.0,32,5,1483.56,Regular
15427.0,33,3,1483.14,Regular
17590.0,2,3,1479.22,Regular
14403.0,130,4,1475.81,Regular
15983.0,22,4,1475.02,Regular
12826.0,2,7,1474.72,VIP
14404.0,33,6,1474.32,Regular
14246.0,110,3,1474.06,Regular
15128.0,60,4,1471.0,Regular
16348.0,32,7,1469.45,Regular
14875.0,107,2,1465.32,Regular
12882.0,9,2,1463.04,Regular
14233.0,49,4,1462.72,Regular
14541.0,58,8,1461.65,Regular
17063.0,21,7,1461.14,VIP
16059.0,65,6,1459.86,Regular
16996.0,30,6,1456.96,Regular
13309.0,7,5,1456.79,Regular
13477.0,37,6,1454.58,Regular
15987.0,12,7,1451.28,VIP
14740.0,197,3,1448.21,At Risk (Previous Frequent Buyer)
15426.0,19,5,1447.39,Regular
14591.0,15,4,1447.14,Regular
17073.0,17,4,1446.09,Regular
13717.0,32,6,1445.01,Regular
13461.0,38,3,1445.0,Regular
17175.0,44,4,1443.69,Regular
15478.0,40,2,1441.42,Regular
15858.0,15,5,1438.85,Regular
14071.0,3,8,1438.82,VIP
13159.0,8,4,1437.85,Regular
14566.0,110,1,1432.0,Regular
16503.0,106,4,1431.93,Regular
13475.0,191,4,1431.78,At Risk (Previous Frequent Buyer)
16103.0,7,6,1429.64,VIP
16271.0,2,5,1429.24,Regular
14035.0,28,5,1428.02,Regular
15681.0,25,5,1426.16,Regular
15106.0,17,5,1422.52,Regular
16463.0,21,4,1422.4,Regular
16571.0,26,3,1421.69,Regular
14019.0,46,3,1421.61,Regular
14901.0,11,9,1421.29,VIP
14443.0,53,4,1420.2,Regular
17288.0,9,7,1419.73,VIP
16173.0,15,6,1418.32,VIP
15444.0,9,2,1418.26,Regular
17856.0,1,4,1418.03,Regular
18116.0,67,8,1418.03,Regular
14649.0,4,4,1417.29,Regular
14748.0,29,5,1415.75,Regular
16012.0,35,3,1415.29,Regular
16245.0,23,3,1413.66,Regular
17004.0,46,2,1412.94,Regular
15237.0,1,4,1412.32,Regular
15596.0,100,5,1406.59,Regular
17083.0,109,3,1405.78,Regular
15563.0,22,4,1400.44,Regular
14741.0,11,6,1400.34,VIP
18202.0,199,3,1396.99,At Risk (Previous Frequent Buyer)
13995.0,15,5,1393.69,Regular
17354.0,50,1,1393.06,Regular
15810.0,78,4,1391.98,Regular
15051.0,23,3,1391.61,Regular
13414.0,133,3,1390.5,Regular
13516.0,21,3,1389.41,Regular
15898.0,1,5,1388.88,Regular
16539.0,2,4,1388.81,Regular
15453.0,1,7,1388.37,VIP
15134.0,14,8,1387.99,VIP
12952.0,5,4,1387.79,Regular
17676.0,4,6,1387.68,VIP
12775.0,17,5,1386.04,Regular
13308.0,22,3,1385.51,Regular
18167.0,23,3,1384.86,Regular
17311.0,78,2,1384.85,Regular
13572.0,205,1,1384.25,Lost (One-Time Buyer)
14507.0,23,6,1383.18,VIP
14116.0,19,5,1382.74,Regular
16389.0,53,4,1382.07,Regular
16726.0,26,5,1382.02,Regular
17621.0,21,3,1379.9,Regular
12886.0,67,2,1378.4,Regular
15569.0,103,5,1375.71,Regular
16669.0,23,3,1374.87,Regular
14434.0,21,6,1372.8,VIP
15095.0,103,4,1370.6,Regular
13813.0,39,4,1366.86,Regular
14897.0,7,4,1366.38,Regular
13396.0,29,2,1360.99,Regular
14102.0,5,5,1360.28,Regular
15411.0,26,4,1358.88,Regular
13232.0,12,7,1357.6,VIP
17054.0,28,5,1356.33,Regular
14064.0,29,5,1353.74,Regular
14859.0,12,4,1353.74,Regular
15116.0,17,4,1352.75,Regular
16079.0,16,3,1352.0,Regular
16493.0,79,4,1351.63,Regular
12770.0,210,1,1351.45,Lost (One-Time Buyer)
12646.0,4,2,1346.97,Regular
14154.0,239,2,1345.62,Regular
15398.0,16,2,1345.53,Regular
12463.0,53,4,1344.78,Regular
17372.0,40,8,1342.68,Regular
16317.0,119,3,1341.65,Regular
13743.0,2,7,1341.6,VIP
18177.0,31,6,1341.42,Regular
16045.0,119,4,1340.7,Regular
13501.0,288,1,1340.32,Lost (One-Time Buyer)
15734.0,114,2,1339.45,Regular
12620.0,14,3,1339.41,Regular
15059.0,40,9,1337.72,Regular
16110.0,45,3,1337.48,Regular
12919.0,8,6,1335.19,VIP
15680.0,9,3,1333.68,Regular
17932.0,29,3,1331.57,Regular
12676.0,24,6,1331.39,VIP
16295.0,9,4,1328.55,Regular
15146.0,164,2,1327.16,Regular
17633.0,31,4,1324.84,Regular
12854.0,78,3,1324.5,Regular
17095.0,22,3,1324.16,Regular
16370.0,82,4,1320.56,Regular
14794.0,2,7,1319.91,VIP
13168.0,36,4,1319.19,Regular
16083.0,100,2,1317.62,Regular
12526.0,0,3,1316.66,Regular
14921.0,30,2,1316.07,Regular
12576.0,35,5,1315.83,Regular
14511.0,11,5,1314.81,Regular
16464.0,19,3,1314.68,Regular
14738.0,42,7,1314.45,Regular
14973.0,107,3,1314.45,Regular
16040.0,65,3,1313.55,Regular
12364.0,7,4,1313.1,Regular
12516.0,77,2,1312.06,Regular
14856.0,36,3,1311.38,Regular
14477.0,19,4,1309.6,Regular
16120.0,59,4,1309.14,Regular
14047.0,8,5,1308.61,Regular
13328.0,316,1,1308.48,Lost (One-Time Buyer)
14297.0,17,4,1305.33,Regular
12507.0,134,3,1304.81,Regular
16744.0,11,7,1304.76,VIP
17919.0,88,1,1304.04,Regular
15813.0,207,2,1303.91,Regular
14898.0,23,6,1303.52,VIP
15108.0,141,4,1300.25,Regular
15494.0,21,2,1299.23,Regular
12488.0,9,3,1298.66,Regular
12372.0,71,3,1298.04,Regular
15602.0,8,9,1297.87,VIP
17961.0,21,39,1296.44,VIP
16929.0,3,7,1295.39,VIP
16224.0,57,4,1295.3,Regular
15621.0,4,4,1293.03,Regular
16101.0,70,1,1290.7,Regular
15171.0,331,1,1289.5,Lost (One-Time Buyer)
15136.0,2,4,1286.7,Regular
16949.0,3,6,1286.27,VIP
17350.0,8,4,1286.07,Regular
17802.0,82,3,1285.04,Regular
16899.0,7,6,1281.56,VIP
13878.0,54,1,1281.53,Regular
13538.0,43,7,1280.85,Regular
16951.0,134,3,1277.75,Regular
16692.0,256,2,1276.0,Regular
17019.0,11,4,1272.61,Regular
12394.0,63,2,1272.48,Regular
12630.0,9,2,1270.88,Regular
14669.0,241,3,1269.99,At Risk (Previous Frequent Buyer)
13492.0,136,3,1269.84,Regular
13431.0,67,2,1269.1,Regular
14916.0,70,4,1268.98,Regular
15199.0,59,4,1268.7,Regular
16660.0,16,4,1267.65,Regular
17037.0,87,1,1267.32,Regular
17158.0,32,3,1266.97,Regular
14105.0,239,1,1266.23,Lost (One-Time Buyer)
13989.0,65,2,1266.08,Regular
16842.0,100,3,1264.19,Regular
15497.0,17,2,1262.2,Regular
15009.0,12,3,1261.78,Regular
16688.0,1,4,1260.86,Regular
17388.0,77,4,1259.56,Regular
17412.0,2,7,1258.06,VIP
13151.0,295,1,1257.87,Lost (One-Time Buyer)
14931.0,4,5,1257.68,Regular
16639.0,31,3,1257.51,Regular
17481.0,3,4,1255.59,Regular
13848.0,92,3,1255.0,Regular
17262.0,52,5,1253.36,Regular
14698.0,1,5,1250.76,Regular
14383.0,38,3,1247.69,Regular
12689.0,25,2,1247.61,Regular
13029.0,30,3,1247.5,Regular
15004.0,147,1,1246.32,Regular
12494.0,15,7,1246.1,VIP
13860.0,1,5,1245.9,Regular
14428.0,7,5,1244.83,Regular
16531.0,22,7,1244.59,VIP
17584.0,7,2,1242.3,Regular
17588.0,100,3,1240.2,Regular
17731.0,79,4,1240.11,Regular
12985.0,0,2,1239.38,Regular
13476.0,178,2,1238.47,Regular
14893.0,9,2,1237.85,Regular
13931.0,95,2,1237.53,Regular
15201.0,87,5,1236.54,Regular
14684.0,25,5,1236.28,Regular
15376.0,40,3,1233.36,Regular
15910.0,0,8,1232.18,VIP
18080.0,18,2,1231.5,Regular
18171.0,58,5,1231.31,Regular
14913.0,35,4,1227.43,Regular
12997.0,22,4,1226.89,Regular
12412.0,74,3,1226.88,Regular
17774.0,96,4,1225.41,Regular
15841.0,72,4,1224.06,Regular
13208.0,58,6,1223.9,Regular
16794.0,1,10,1222.71,VIP
14745.0,112,5,1220.26,Regular
15227.0,36,5,1219.4,Regular
13491.0,51,10,1215.82,Regular
17410.0,16,5,1214.72,Regular
13055.0,78,3,1214.41,Regular
18263.0,25,3,1213.16,Regular
13918.0,49,2,1212.84,Regular
16653.0,16,2,1212.66,Regular
12464.0,10,8,1212.05,VIP
17653.0,36,4,1207.56,Regular
15737.0,14,8,1205.12,VIP
16800.0,11,1,1201.49,New Customer
13158.0,94,4,1201.06,Regular
17320.0,100,3,1200.62,Regular
17800.0,37,9,1199.01,Regular
15605.0,36,5,1198.23,Regular
13118.0,19,5,1197.81,Regular
13211.0,10,3,1197.42,Regular
16042.0,22,5,1197.27,Regular
17867.0,30,6,1197.1,Regular
14487.0,26,6,1196.33,VIP
17720.0,26,4,1195.94,Regular
17526.0,4,4,1195.9,Regular
15145.0,4,4,1194.73,Regular
12611.0,52,1,1193.32,Regular
13882.0,2,5,1191.13,Regular
12462.0,18,2,1189.59,Regular
16612.0,32,4,1187.66,Regular
15630.0,45,2,1186.35,Regular
13752.0,124,6,1186.28,Regular
17058.0,81,3,1179.89,Regular
16950.0,56,3,1178.56,Regular
12885.0,63,3,1175.22,Regular
12640.0,23,3,1174.58,Regular
15306.0,64,3,1174.35,Regular
14857.0,59,2,1173.12,Regular
13611.0,89,3,1171.8,Regular
18168.0,176,6,1169.94,At Risk (Previous Frequent Buyer)
12358.0,1,2,1168.06,Regular
13500.0,23,3,1166.77,Regular
14737.0,3,3,1164.55,Regular
14261.0,50,2,1163.45,Regular
14447.0,18,5,1163.23,Regular
16714.0,218,3,1161.53,At Risk (Previous Frequent Buyer)
12546.0,46,2,1161.5,Regular
15088.0,21,2,1160.07,Regular
17348.0,14,5,1159.52,Regular
13499.0,17,5,1159.11,Regular
16184.0,64,6,1158.79,Regular
14723.0,10,6,1158.3,VIP
13744.0,95,2,1156.36,Regular
16637.0,32,4,1154.47,Regular
16062.0,9,4,1153.62,Regular
12710.0,96,3,1149.02,Regular
17505.0,161,2,1145.84,Regular
16766.0,273,2,1145.6,Regular
12769.0,238,1,1143.6,Lost (One-Time Buyer)
17770.0,198,5,1143.27,At Risk (Previous Frequent Buyer)
18125.0,29,4,1142.99,Regular
15985.0,123,2,1142.42,Regular
16270.0,353,1,1141.24,Lost (One-Time Buyer)
13330.0,92,3,1140.93,Regular
13819.0,301,3,1140.35,At Risk (Previous Frequent Buyer)
16172.0,95,5,1140.21,Regular
17135.0,16,7,1139.73,VIP
17500.0,17,3,1138.0,Regular
17302.0,14,5,1135.63,Regular
17242.0,108,2,1135.04,Regular
15489.0,22,3,1134.28,Regular
16989.0,7,6,1133.25,VIP
17585.0,109,4,1133.07,Regular
13282.0,18,3,1132.14,Regular
13772.0,33,3,1132.13,Regular
13310.0,28,3,1132.03,Regular
13610.0,12,7,1131.88,VIP
15500.0,8,4,1131.56,Regular
13447.0,23,3,1129.14,Regular
14824.0,10,4,1127.71,Regular
12609.0,78,3,1126.85,Regular
14708.0,2,3,1126.37,Regular
